colorNoise,sizeNoise,alpha,speakerProb,language
0.6,0.5,10,0.29966756338782363,"Spanish
-postnom.
-conj."
0.6,0.5,15,0.19753898145719914,"Spanish
-postnom.
-conj."
0.6,0.5,20,0.12451011740362572,"Spanish
-postnom.
-conj."
0.6,0.6,1,0.2811439527385097,"Spanish
-postnom.
-conj."
0.6,0.6,2.5,0.38456563073479555,"Spanish
-postnom.
-conj."
0.6,0.6,5,0.49541254813858365,"Spanish
-postnom.
-conj."
0.6,0.6,10,0.5411437896555633,"Spanish
-postnom.
-conj."
0.6,0.6,15,0.5276740813395311,"Spanish
-postnom.
-conj."
0.6,0.6,20,0.5144753145742398,"Spanish
-postnom.
-conj."
0.6,0.7,1,0.30303958264430436,"Spanish
-postnom.
-conj."
0.6,0.7,2.5,0.43466747834464003,"Spanish
-postnom.
-conj."
0.6,0.7,5,0.5762302640749077,"Spanish
-postnom.
-conj."
0.6,0.7,10,0.703414082215454,"Spanish
-postnom.
-conj."
0.6,0.7,15,0.7784018656316294,"Spanish
-postnom.
-conj."
0.6,0.7,20,0.835801707716119,"Spanish
-postnom.
-conj."
0.6,0.8,1,0.32544625262256677,"Spanish
-postnom.
-conj."
0.6,0.8,2.5,0.471209814358873,"Spanish
-postnom.
-conj."
0.6,0.8,5,0.6198219947102007,"Spanish
-postnom.
-conj."
0.6,0.8,10,0.779058316559303,"Spanish
-postnom.
-conj."
0.6,0.8,15,0.8743975626808396,"Spanish
-postnom.
-conj."
0.6,0.8,20,0.9322229961701815,"Spanish
-postnom.
-conj."
0.6,0.9,1,0.3498440885003823,"Spanish
-postnom.
-conj."
0.6,0.9,2.5,0.49464544259079124,"Spanish
-postnom.
-conj."
0.6,0.9,5,0.6413297272871277,"Spanish
-postnom.
-conj."
0.6,0.9,10,0.8023123884540712,"Spanish
-postnom.
-conj."
0.6,0.9,15,0.8891283112646335,"Spanish
-postnom.
-conj."
0.6,0.9,20,0.9378058412424932,"Spanish
-postnom.
-conj."
0.6,1,1,0.37811850497668753,"Spanish
-postnom.
-conj."
0.6,1,2.5,0.5067166602997574,"Spanish
-postnom.
-conj."
0.6,1,5,0.6511760686845058,"Spanish
-postnom.
-conj."
0.6,1,10,0.7999799483646217,"Spanish
-postnom.
-conj."
0.6,1,15,0.8726325896541087,"Spanish
-postnom.
-conj."
0.6,1,20,0.9147209259575321,"Spanish
-postnom.
-conj."
0.7,0.5,1,0.3181182877845449,"Spanish
-postnom.
-conj."
0.7,0.5,2.5,0.41617941039762085,"Spanish
-postnom.
-conj."
0.7,0.5,5,0.4036799931167196,"Spanish
-postnom.
-conj."
0.7,0.5,10,0.2744018284896908,"Spanish
-postnom.
-conj."
0.7,0.5,15,0.1830284769274124,"Spanish
-postnom.
-conj."
0.7,0.5,20,0.11926285512784394,"Spanish
-postnom.
-conj."
0.7,0.6,1,0.34055754731070564,"Spanish
-postnom.
-conj."
0.7,0.6,2.5,0.4767274625478538,"Spanish
-postnom.
-conj."
0.7,0.6,5,0.5131639143566229,"Spanish
-postnom.
-conj."
0.7,0.6,10,0.46035567756331547,"Spanish
-postnom.
-conj."
0.7,0.6,15,0.4273195603233688,"Spanish
-postnom.
-conj."
0.7,0.6,20,0.4017571103929072,"Spanish
-postnom.
-conj."
0.7,0.7,1,0.36164324148271887,"Spanish
-postnom.
-conj."
0.7,0.7,2.5,0.5216513421411156,"Spanish
-postnom.
-conj."
0.7,0.7,5,0.5925988274124041,"Spanish
-postnom.
-conj."
0.7,0.7,10,0.6154148885935218,"Spanish
-postnom.
-conj."
0.7,0.7,15,0.6530969241902685,"Spanish
-postnom.
-conj."
0.7,0.7,20,0.6964428127584354,"Spanish
-postnom.
-conj."
0.7,0.8,1,0.3828646257116669,"Spanish
-postnom.
-conj."
0.7,0.8,2.5,0.5529681160299935,"Spanish
-postnom.
-conj."
0.7,0.8,5,0.6472923549867391,"Spanish
-postnom.
-conj."
0.7,0.8,10,0.725418705524683,"Spanish
-postnom.
-conj."
0.7,0.8,15,0.7974220061631669,"Spanish
-postnom.
-conj."
0.7,0.8,20,0.8588529711270834,"Spanish
-postnom.
-conj."
0.7,0.9,1,0.4055983836591691,"Spanish
-postnom.
-conj."
0.7,0.9,2.5,0.5725514939899016,"Spanish
-postnom.
-conj."
0.7,0.9,5,0.6842202056341091,"Spanish
-postnom.
-conj."
0.7,0.9,10,0.7982040100943527,"Spanish
-postnom.
-conj."
0.7,0.9,15,0.8779534080185102,"Spanish
-postnom.
-conj."
0.7,0.9,20,0.9309433099734273,"Spanish
-postnom.
-conj."
0.7,1,1,0.43140856263945976,"Spanish
-postnom.
-conj."
0.7,1,2.5,0.5827160746816031,"Spanish
-postnom.
-conj."
0.7,1,5,0.7089960926652943,"Spanish
-postnom.
-conj."
0.7,1,10,0.8449411936731487,"Spanish
-postnom.
-conj."
0.7,1,15,0.922101642515441,"Spanish
-postnom.
-conj."
0.7,1,20,0.9631255099358964,"Spanish
-postnom.
-conj."
0.8,0.5,1,0.3751077258925347,"Spanish
-postnom.
-conj."
0.8,0.5,2.5,0.4556298697827277,"Spanish
-postnom.
-conj."
0.8,0.5,5,0.3920466425898197,"Spanish
-postnom.
-conj."
0.8,0.5,10,0.26963724793655003,"Spanish
-postnom.
-conj."
0.8,0.5,15,0.18245039485958148,"Spanish
-postnom.
-conj."
0.8,0.5,20,0.11920376164763903,"Spanish
-postnom.
-conj."
0.8,0.6,1,0.39548143955559667,"Spanish
-postnom.
-conj."
0.8,0.6,2.5,0.5037009426103343,"Spanish
-postnom.
-conj."
0.8,0.6,5,0.46887802316349003,"Spanish
-postnom.
-conj."
0.8,0.6,10,0.3960407277677484,"Spanish
-postnom.
-conj."
0.8,0.6,15,0.34473894658010407,"Spanish
-postnom.
-conj."
0.8,0.6,20,0.298006347620592,"Spanish
-postnom.
-conj."
0.8,0.7,1,0.4143586186444677,"Spanish
-postnom.
-conj."
0.8,0.7,2.5,0.538900070327643,"Spanish
-postnom.
-conj."
0.8,0.7,5,0.5282550219720685,"Spanish
-postnom.
-conj."
0.8,0.7,10,0.5028573727613181,"Spanish
-postnom.
-conj."
0.8,0.7,15,0.5005117566655072,"Spanish
-postnom.
-conj."
0.8,0.7,20,0.5004319435652096,"Spanish
-postnom.
-conj."
0.8,0.8,1,0.4331613697618737,"Spanish
-postnom.
-conj."
0.8,0.8,2.5,0.563667194224414,"Spanish
-postnom.
-conj."
0.8,0.8,5,0.5738957379993133,"Spanish
-postnom.
-conj."
0.8,0.8,10,0.5869759622635828,"Spanish
-postnom.
-conj."
0.8,0.8,15,0.623520680076312,"Spanish
-postnom.
-conj."
0.8,0.8,20,0.6616761535104538,"Spanish
-postnom.
-conj."
0.8,0.9,1,0.45308830533404526,"Spanish
-postnom.
-conj."
0.8,0.9,2.5,0.5798812426861162,"Spanish
-postnom.
-conj."
0.8,0.9,5,0.6090724830050125,"Spanish
-postnom.
-conj."
0.8,0.9,10,0.6516788141493837,"Spanish
-postnom.
-conj."
0.8,0.9,15,0.7125729182061981,"Spanish
-postnom.
-conj."
0.8,0.9,20,0.7697993433117529,"Spanish
-postnom.
-conj."
0.8,1,1,0.4753720313156715,"Spanish
-postnom.
-conj."
0.8,1,2.5,0.5893929729527411,"Spanish
-postnom.
-conj."
0.8,1,5,0.6363006956006221,"Spanish
-postnom.
-conj."
0.8,1,10,0.7013934417782041,"Spanish
-postnom.
-conj."
0.8,1,15,0.775461174626621,"Spanish
-postnom.
-conj."
0.8,1,20,0.8384976585111854,"Spanish
-postnom.
-conj."
0.9,0.5,1,0.42609583428918335,"Spanish
-postnom.
-conj."
0.9,0.5,2.5,0.46317361984295263,"Spanish
-postnom.
-conj."
0.9,0.5,5,0.38365749539729443,"Spanish
-postnom.
-conj."
0.9,0.5,10,0.2690328123249002,"Spanish
-postnom.
-conj."
0.9,0.5,15,0.1824266791186164,"Spanish
-postnom.
-conj."
0.9,0.5,20,0.11920293599971685,"Spanish
-postnom.
-conj."
0.9,0.6,1,0.44278640405618597,"Spanish
-postnom.
-conj."
0.9,0.6,2.5,0.49397809036269796,"Spanish
-postnom.
-conj."
0.9,0.6,5,0.4245228907302227,"Spanish
-postnom.
-conj."
0.9,0.6,10,0.33376800043123056,"Spanish
-postnom.
-conj."
0.9,0.6,15,0.2614591302142599,"Spanish
-postnom.
-conj."
0.9,0.6,20,0.20027665525605823,"Spanish
-postnom.
-conj."
0.9,0.7,1,0.45834771591475326,"Spanish
-postnom.
-conj."
0.9,0.7,2.5,0.5169415140530964,"Spanish
-postnom.
-conj."
0.9,0.7,5,0.45647987045355004,"Spanish
-postnom.
-conj."
0.9,0.7,10,0.38594962993899035,"Spanish
-postnom.
-conj."
0.9,0.7,15,0.3318705440001782,"Spanish
-postnom.
-conj."
0.9,0.7,20,0.2823006950495807,"Spanish
-postnom.
-conj."
0.9,0.8,1,0.4739376945538685,"Spanish
-postnom.
-conj."
0.9,0.8,2.5,0.5336623569773873,"Spanish
-postnom.
-conj."
0.9,0.8,5,0.48221492898979423,"Spanish
-postnom.
-conj."
0.9,0.8,10,0.4280036009572402,"Spanish
-postnom.
-conj."
0.9,0.8,15,0.39160605433851825,"Spanish
-postnom.
-conj."
0.9,0.8,20,0.35717628198900864,"Spanish
-postnom.
-conj."
0.9,0.9,1,0.4904832727330433,"Spanish
-postnom.
-conj."
0.9,0.9,2.5,0.5452815820647485,"Spanish
-postnom.
-conj."
0.9,0.9,5,0.5033902925458177,"Spanish
-postnom.
-conj."
0.9,0.9,10,0.4622575795378433,"Spanish
-postnom.
-conj."
0.9,0.9,15,0.44133448664028385,"Spanish
-postnom.
-conj."
0.9,0.9,20,0.42194996341797664,"Spanish
-postnom.
-conj."
0.9,1,1,0.5088796963074744,"Spanish
-postnom.
-conj."
0.9,1,2.5,0.5528613881811015,"Spanish
-postnom.
-conj."
0.9,1,5,0.5210650635209279,"Spanish
-postnom.
-conj."
0.9,1,10,0.49056722786319923,"Spanish
-postnom.
-conj."
0.9,1,15,0.48257965815438403,"Spanish
-postnom.
-conj."
0.9,1,20,0.47657896833664726,"Spanish
-postnom.
-conj."
1,0.5,1,0.4686626278514934,"Spanish
-postnom.
-conj."
1,0.5,2.5,0.4594028454395887,"Spanish
-postnom.
-conj."
1,0.5,5,0.37994302873339525,"Spanish
-postnom.
-conj."
1,0.5,10,0.2689537733816087,"Spanish
-postnom.
-conj."
1,0.5,15,0.18242558077852386,"Spanish
-postnom.
-conj."
1,0.5,20,0.11920292227472644,"Spanish
-postnom.
-conj."
1,0.6,1,0.48009312971446294,"Spanish
-postnom.
-conj."
1,0.6,2.5,0.46959952050256754,"Spanish
-postnom.
-conj."
1,0.6,5,0.38198502896081293,"Spanish
-postnom.
-conj."
1,0.6,10,0.2689816100835436,"Spanish
-postnom.
-conj."
1,0.6,15,0.1824258572286904,"Spanish
-postnom.
-conj."
1,0.6,20,0.11920292468591503,"Spanish
-postnom.
-conj."
1,0.7,1,0.4915102929672811,"Spanish
-postnom.
-conj."
1,0.7,2.5,0.4783077793210816,"Spanish
-postnom.
-conj."
1,0.7,5,0.3845842990188557,"Spanish
-postnom.
-conj."
1,0.7,10,0.269043787114994,"Spanish
-postnom.
-conj."
1,0.7,15,0.1824268798055534,"Spanish
-postnom.
-conj."
1,0.7,20,0.11920293931463243,"Spanish
-postnom.
-conj."
1,0.8,1,0.5035115392335314,"Spanish
-postnom.
-conj."
1,0.8,2.5,0.4853416392680675,"Spanish
-postnom.
-conj."
1,0.8,5,0.38767488033555486,"Spanish
-postnom.
-conj."
1,0.8,10,0.2691609599702395,"Spanish
-postnom.
-conj."
1,0.8,15,0.1824297873908392,"Spanish
-postnom.
-conj."
1,0.8,20,0.11920300167933545,"Spanish
-postnom.
-conj."
1,0.9,1,0.5166220579561304,"Spanish
-postnom.
-conj."
1,0.9,2.5,0.4906794737504321,"Spanish
-postnom.
-conj."
1,0.9,5,0.39115782421817824,"Spanish
-postnom.
-conj."
1,0.9,10,0.2693560663659084,"Spanish
-postnom.
-conj."
1,0.9,15,0.18243661102917308,"Spanish
-postnom.
-conj."
1,0.9,20,0.11920320689605356,"Spanish
-postnom.
-conj."
1,1,1,0.5313761846116332,"Spanish
-postnom.
-conj."
1,1,2.5,0.4944841775388138,"Spanish
-postnom.
-conj."
1,1,5,0.394918283791182,"Spanish
-postnom.
-conj."
1,1,10,0.26965206628182753,"Spanish
-postnom.
-conj."
1,1,15,0.18245046926470423,"Spanish
-postnom.
-conj."
1,1,20,0.11920376200814743,"Spanish
-postnom.
-conj."
0.5,0.5,1,0.11875520313026502,"Spanish
-postnom."
0.5,0.5,2.5,0.10945587477855043,"Spanish
-postnom."
0.5,0.5,5,0.09438516719953635,"Spanish
-postnom."
0.5,0.5,10,0.06723535534249879,"Spanish
-postnom."
0.5,0.5,15,0.04560638095158942,"Spanish
-postnom."
0.5,0.5,20,0.029800730505529446,"Spanish
-postnom."
0.5,0.6,1,0.13075698023597615,"Spanish
-postnom."
0.5,0.6,2.5,0.13748789820547025,"Spanish
-postnom."
0.5,0.6,5,0.14350810277756346,"Spanish
-postnom."
0.5,0.6,10,0.1390406212315454,"Spanish
-postnom."
0.5,0.6,15,0.12123602934317713,"Spanish
-postnom."
0.5,0.6,20,0.09885124213308469,"Spanish
-postnom."
0.5,0.7,1,0.1427259542303181,"Spanish
-postnom."
0.5,0.7,2.5,0.16153594317047065,"Spanish
-postnom."
0.5,0.7,5,0.17261709384800916,"Spanish
-postnom."
0.5,0.7,10,0.1473346342929166,"Spanish
-postnom."
0.5,0.7,15,0.10157501346300063,"Spanish
-postnom."
0.5,0.7,20,0.0619896245260728,"Spanish
-postnom."
0.5,0.8,1,0.15540156151136292,"Spanish
-postnom."
0.5,0.8,2.5,0.18063030964076252,"Spanish
-postnom."
0.5,0.8,5,0.18379618205920145,"Spanish
-postnom."
0.5,0.8,10,0.12797516658648814,"Spanish
-postnom."
0.5,0.8,15,0.06759218396782263,"Spanish
-postnom."
0.5,0.8,20,0.03152103035725159,"Spanish
-postnom."
0.5,0.9,1,0.16965334621301092,"Spanish
-postnom."
0.5,0.9,2.5,0.19402229195391993,"Spanish
-postnom."
0.5,0.9,5,0.18576902112612298,"Spanish
-postnom."
0.5,0.9,10,0.10729962533182202,"Spanish
-postnom."
0.5,0.9,15,0.046022510563743575,"Spanish
-postnom."
0.5,0.9,20,0.017795145290314746,"Spanish
-postnom."
0.5,1,1,0.18673879825352796,"Spanish
-postnom."
0.5,1,2.5,0.20176735224120412,"Spanish
-postnom."
0.5,1,5,0.18448179989973815,"Spanish
-postnom."
0.5,1,10,0.09117015728203681,"Spanish
-postnom."
0.5,1,15,0.033570114569356664,"Spanish
-postnom."
0.5,1,20,0.011369156289572314,"Spanish
-postnom."
0.6,0.5,1,0.15133406416600143,"Spanish
-postnom."
0.6,0.5,2.5,0.1881572364149387,"Spanish
-postnom."
0.6,0.5,5,0.2306578445014638,"Spanish
-postnom."
0.6,0.5,10,0.2305366932404146,"Spanish
-postnom."
0.6,0.5,15,0.17433209607355601,"Spanish
-postnom."
0.6,0.5,20,0.11765609021374941,"Spanish
-postnom."
0.6,0.6,1,0.16398927332238397,"Spanish
-postnom."
0.6,0.6,2.5,0.22498634813296067,"Spanish
-postnom."
0.6,0.6,5,0.3137935685264482,"Spanish
-postnom."
0.6,0.6,10,0.4175037961830581,"Spanish
-postnom."
0.6,0.6,15,0.46338057935049437,"Spanish
-postnom."
0.6,0.6,20,0.4841516880073178,"Spanish
-postnom."
0.6,0.7,1,0.1765638203532924,"Spanish
-postnom."
0.6,0.7,2.5,0.2543443167458749,"Spanish
-postnom."
0.6,0.7,5,0.35987065442311095,"Spanish
-postnom."
0.6,0.7,10,0.5130554600749077,"Spanish
-postnom."
0.6,0.7,15,0.6400610713970979,"Spanish
-postnom."
0.6,0.7,20,0.7439622079357153,"Spanish
-postnom."
0.6,0.8,1,0.18993995323304017,"Spanish
-postnom."
0.6,0.8,2.5,0.27592642736606077,"Spanish
-postnom."
0.6,0.8,5,0.37748268295130183,"Spanish
-postnom."
0.6,0.8,10,0.5253328510176263,"Spanish
-postnom."
0.6,0.8,15,0.6446537211578562,"Spanish
-postnom."
0.6,0.8,20,0.7376527986458703,"Spanish
-postnom."
0.6,0.9,1,0.20512174433140637,"Spanish
-postnom."
0.6,0.9,2.5,0.28949966039986974,"Spanish
-postnom."
0.6,0.9,5,0.38015559181547603,"Spanish
-postnom."
0.6,0.9,10,0.49718545837206346,"Spanish
-postnom."
0.6,0.9,15,0.5721505665428601,"Spanish
-postnom."
0.6,0.9,20,0.623732124770021,"Spanish
-postnom."
0.6,1,1,0.22353764206642043,"Spanish
-postnom."
0.6,1,2.5,0.2956830545531114,"Spanish
-postnom."
0.6,1,5,0.3767985649952379,"Spanish
-postnom."
0.6,1,10,0.45682561439782116,"Spanish
-postnom."
0.6,1,15,0.4859916624527457,"Spanish
-postnom."
0.6,1,20,0.49562273214177094,"Spanish
-postnom."
0.7,0.5,1,0.1851336572816795,"Spanish
-postnom."
0.7,0.5,2.5,0.2630328500619294,"Spanish
-postnom."
0.7,0.5,5,0.318437289952817,"Spanish
-postnom."
0.7,0.5,10,0.2645644127273853,"Spanish
-postnom."
0.7,0.5,15,0.1821517827717654,"Spanish
-postnom."
0.7,0.5,20,0.11918663883666479,"Spanish
-postnom."
0.7,0.6,1,0.19722154740006487,"Spanish
-postnom."
0.7,0.6,2.5,0.30020993773456645,"Spanish
-postnom."
0.7,0.6,5,0.4022223746633353,"Spanish
-postnom."
0.7,0.6,10,0.44085535065069914,"Spanish
-postnom."
0.7,0.6,15,0.4244905179737494,"Spanish
-postnom."
0.7,0.6,20,0.4013558785694533,"Spanish
-postnom."
0.7,0.7,1,0.20929597630883126,"Spanish
-postnom."
0.7,0.7,2.5,0.3280852970271145,"Spanish
-postnom."
0.7,0.7,5,0.4552481339585823,"Spanish
-postnom."
0.7,0.7,10,0.5793325467781387,"Spanish
-postnom."
0.7,0.7,15,0.6454889146859396,"Spanish
-postnom."
0.7,0.7,20,0.694917281668545,"Spanish
-postnom."
0.7,0.8,1,0.2223253470021792,"Spanish
-postnom."
0.7,0.8,2.5,0.3473794669685944,"Spanish
-postnom."
0.7,0.8,5,0.4842205697741018,"Spanish
-postnom."
0.7,0.8,10,0.6670607948082631,"Spanish
-postnom."
0.7,0.8,15,0.7810183409617673,"Spanish
-postnom."
0.7,0.8,20,0.8545418675011265,"Spanish
-postnom."
0.7,0.9,1,0.23738679603866963,"Spanish
-postnom."
0.7,0.9,2.5,0.3584544945018564,"Spanish
-postnom."
0.7,0.9,5,0.4979877637335387,"Spanish
-postnom."
0.7,0.9,10,0.7138266193690055,"Spanish
-postnom."
0.7,0.9,15,0.8479867679844337,"Spanish
-postnom."
0.7,0.9,20,0.9211250671061991,"Spanish
-postnom."
0.7,1,1,0.2559990179523117,"Spanish
-postnom."
0.7,1,2.5,0.3622093201751086,"Spanish
-postnom."
0.7,1,5,0.5032580211282632,"Spanish
-postnom."
0.7,1,10,0.7328029241942536,"Spanish
-postnom."
0.7,1,15,0.873788041792246,"Spanish
-postnom."
0.7,1,20,0.9441075388149919,"Spanish
-postnom."
0.8,0.5,1,0.21924037500972,"Spanish
-postnom."
0.8,0.5,2.5,0.3207748152787593,"Spanish
-postnom."
0.8,0.5,5,0.35528939133176546,"Spanish
-postnom."
0.8,0.5,10,0.2684171646561465,"Spanish
-postnom."
0.8,0.5,15,0.18241439011516483,"Spanish
-postnom."
0.8,0.5,20,0.11920269466102047,"Spanish
-postnom."
0.8,0.6,1,0.2293246095708448,"Spanish
-postnom."
0.8,0.6,2.5,0.3505620710898037,"Spanish
-postnom."
0.8,0.6,5,0.4198580619486813,"Spanish
-postnom."
0.8,0.6,10,0.3934272600427029,"Spanish
-postnom."
0.8,0.6,15,0.3446080332724535,"Spanish
-postnom."
0.8,0.6,20,0.29799973869974217,"Spanish
-postnom."
0.8,0.7,1,0.23968762443270558,"Spanish
-postnom."
0.8,0.7,2.5,0.37169550483845015,"Spanish
-postnom."
0.8,0.7,5,0.4640192591469821,"Spanish
-postnom."
0.8,0.7,10,0.49750600996712957,"Spanish
-postnom."
0.8,0.7,15,0.5001136103412108,"Spanish
-postnom."
0.8,0.7,20,0.5004026152835811,"Spanish
-postnom."
0.8,0.8,1,0.2512826671980639,"Spanish
-postnom."
0.8,0.8,2.5,0.3854608150808338,"Spanish
-postnom."
0.8,0.8,5,0.4926576203644422,"Spanish
-postnom."
0.8,0.8,10,0.5773978346982019,"Spanish
-postnom."
0.8,0.8,15,0.6225540561550167,"Spanish
-postnom."
0.8,0.8,20,0.6615803029349138,"Spanish
-postnom."
0.8,0.9,1,0.2651735864146455,"Spanish
-postnom."
0.8,0.9,2.5,0.3924532314591783,"Spanish
-postnom."
0.8,0.9,5,0.5105397008178297,"Spanish
-postnom."
0.8,0.9,10,0.6363586030999074,"Spanish
-postnom."
0.8,0.9,15,0.7105876891919373,"Spanish
-postnom."
0.8,0.9,20,0.7695485159267894,"Spanish
-postnom."
0.8,1,1,0.2828751076915653,"Spanish
-postnom."
0.8,1,2.5,0.3934751436661732,"Spanish
-postnom."
0.8,1,5,0.5213549290416924,"Spanish
-postnom."
0.8,1,10,0.678903192056191,"Spanish
-postnom."
0.8,1,15,0.771865048502942,"Spanish
-postnom."
0.8,1,20,0.8379418219943864,"Spanish
-postnom."
0.9,0.5,1,0.25278597180840656,"Spanish
-postnom."
0.9,0.5,2.5,0.3609618854188762,"Spanish
-postnom."
0.9,0.5,5,0.3692513656823388,"Spanish
-postnom."
0.9,0.5,10,0.2688736778910984,"Spanish
-postnom."
0.9,0.5,15,0.182425007926959,"Spanish
-postnom."
0.9,0.5,20,0.11920291823860464,"Spanish
-postnom."
0.9,0.6,1,0.25924291105596065,"Spanish
-postnom."
0.9,0.6,2.5,0.3777835518811792,"Spanish
-postnom."
0.9,0.6,5,0.4046046021599653,"Spanish
-postnom."
0.9,0.6,10,0.3333956318837454,"Spanish
-postnom."
0.9,0.6,15,0.2614521290367105,"Spanish
-postnom."
0.9,0.6,20,0.20027652198439339,"Spanish
-postnom."
0.9,0.7,1,0.26663715439924895,"Spanish
-postnom."
0.9,0.7,2.5,0.38875230522463755,"Spanish
-postnom."
0.9,0.7,5,0.42883204387993046,"Spanish
-postnom."
0.9,0.7,10,0.3851111205680845,"Spanish
-postnom."
0.9,0.7,15,0.33184621546263476,"Spanish
-postnom."
0.9,0.7,20,0.2822999900721868,"Spanish
-postnom."
0.9,0.8,1,0.2757410312403315,"Spanish
-postnom."
0.9,0.8,2.5,0.3948906794195284,"Spanish
-postnom."
0.9,0.8,5,0.44515154238155397,"Spanish
-postnom."
0.9,0.8,10,0.4263666636301798,"Spanish
-postnom."
0.9,0.8,15,0.39153938054704557,"Spanish
-postnom."
0.9,0.8,20,0.3571735776020349,"Spanish
-postnom."
0.9,0.9,1,0.28748902199411625,"Spanish
-postnom."
0.9,0.9,2.5,0.3965697925074057,"Spanish
-postnom."
0.9,0.9,5,0.45593139900361174,"Spanish
-postnom."
0.9,0.9,10,0.4594163807968514,"Spanish
-postnom."
0.9,0.9,15,0.4411813373474459,"Spanish
-postnom."
0.9,0.9,20,0.4219417643799384,"Spanish
-postnom."
0.9,1,1,0.30328714863681916,"Spanish
-postnom."
0.9,1,2.5,0.3942407589064122,"Spanish
-postnom."
0.9,1,5,0.4628734659623959,"Spanish
-postnom."
0.9,1,10,0.48606012705990115,"Spanish
-postnom."
0.9,1,15,0.482271814854247,"Spanish
-postnom."
0.9,1,20,0.4765581569188065,"Spanish
-postnom."
1,0.5,1,0.285012487512636,"Spanish
-postnom."
1,0.5,2.5,0.3880381777025528,"Spanish
-postnom."
1,0.5,5,0.37445870415489535,"Spanish
-postnom."
1,0.5,10,0.26893231258533873,"Spanish
-postnom."
1,0.5,15,0.18242549837926303,"Spanish
-postnom."
1,0.5,20,0.1192029219537434,"Spanish
-postnom."
1,0.6,1,0.2860340376470899,"Spanish
-postnom."
1,0.6,2.5,0.38754038173926364,"Spanish
-postnom."
1,0.6,5,0.37405457736551895,"Spanish
-postnom."
1,0.6,10,0.26892565728060497,"Spanish
-postnom."
1,0.6,15,0.1824254481504121,"Spanish
-postnom."
1,0.6,20,0.11920292166004527,"Spanish
-postnom."
1,0.7,1,0.2891999988075875,"Spanish
-postnom."
1,0.7,2.5,0.3859580419212149,"Spanish
-postnom."
1,0.7,5,0.37288277483336035,"Spanish
-postnom."
1,0.7,10,0.2689036281897933,"Spanish
-postnom."
1,0.7,15,0.18242522118814622,"Spanish
-postnom."
1,0.7,20,0.11920291968180785,"Spanish
-postnom."
1,0.8,1,0.2948405043234165,"Spanish
-postnom."
1,0.8,2.5,0.3830384740718345,"Spanish
-postnom."
1,0.8,5,0.3710582329566557,"Spanish
-postnom."
1,0.8,10,0.268860562846789,"Spanish
-postnom."
1,0.8,15,0.18242457244448346,"Spanish
-postnom."
1,0.8,20,0.11920291124167717,"Spanish
-postnom."
1,0.9,1,0.3036065743636132,"Spanish
-postnom."
1,0.9,2.5,0.37843936642046605,"Spanish
-postnom."
1,0.9,5,0.36874470569695816,"Spanish
-postnom."
1,0.9,10,0.2687885592446046,"Spanish
-postnom."
1,0.9,15,0.18242304972863108,"Spanish
-postnom."
1,0.9,20,0.11920288346851812,"Spanish
-postnom."
1,1,1,0.31668054168070664,"Spanish
-postnom."
1,1,2.5,0.3720531693600858,"Spanish
-postnom."
1,1,5,0.36610004247092887,"Spanish
-postnom."
1,1,10,0.2686790394954877,"Spanish
-postnom."
1,1,15,0.18241995679107345,"Spanish
-postnom."
1,1,20,0.11920280834146077,"Spanish
-postnom."
