gameid,speakerName,language,roundNum,condition,targetName,correct,gloss,colorMention,sizeMention,UtteranceType,onlyColorMention,onlySizeMention,colorsizeMention,RedundantProperty,SufficientProperty,RedExp3Cat,RedExp2Cat,redundant
0881-8,duranatasoluk,CTSL,57,"size 
 sufficient",car_big_green,1,"car point(green) big, big",1,1,color and size,0,0,1,color,size,redundant,redundant,1
0881-8,duranatasoluk,CTSL,58,"color 
 sufficient",lipstick_big_pink,1,lipstick point(pink),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
0881-8,duranatasoluk,CTSL,59,"size 
 sufficient",ball_big_purple,1,ball ball point(purple),1,0,only color,1,0,0,color,size,underinformative,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,10,"size 
 sufficient",brush_big_red,1,brush big,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,12,"size 
 sufficient",cat_small_black,1,"black cat, small",1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,13,"size 
 sufficient",chair_small_yellow,1,chair yellow small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,14,"size 
 sufficient",car_big_green,1,car big green,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,16,"size 
 sufficient",glove_big_orange,1,glove big orange,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,19,"color 
 sufficient",shoe_small_pink,1,sports pink,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,20,"color 
 sufficient",pants_big_pink,1,pants purple,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,21,"size 
 sufficient",button_big_blue,1,"button big, blue",1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,22,"size 
 sufficient",dress_small_green,1,dress small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,23,"size 
 sufficient",ball_small_purple,1,ball small purple,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,26,"size 
 sufficient",flower_small_yellow,1,flower small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,31,"color 
 sufficient",pot_small_green,1,pot green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,32,"color 
 sufficient",socks_big_blue,1,socks blue,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,33,"size 
 sufficient",clock_big_yellow,1,clock yellow big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,35,"size 
 sufficient",knife_big_red,1,knife big red holder,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,36,"size 
 sufficient",bag_big_red,1,bag big red,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,37,"color 
 sufficient",lock_small_silver,1,lock gray,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,38,"color 
 sufficient",toothbrush_small_green,1,brush green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,39,"size 
 sufficient",apple_small_red,1,apple small red,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,40,"color 
 sufficient",lighter_big_black,1,lighter black,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,41,"size 
 sufficient",balloon_big_pink,1,baloon pink big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,42,"color 
 sufficient",tshirt_big_orange,1,tshirt red like one,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,45,"color 
 sufficient",scissors_big_blue,1,scissors blue,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,46,"color 
 sufficient",skirt_small_green,1,skirt green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,47,"color 
 sufficient",tie_big_red,1,tie red,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,51,"size 
 sufficient",glasses_big_red,1,glasses red big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,52,"color 
 sufficient",umbrella_big_green,1,umbrella green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
2062-e,durdukılıç(türkçe),Turkish,55,"size 
 sufficient",key_small_gold,1,key yellow small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
2062-e,durdukılıç(türkçe),Turkish,57,"color 
 sufficient",pepper_big_red,1,pepper red,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,14,"size 
 sufficient",key_big_silver,1,"big big big key big, big big",0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,20,"size 
 sufficient",dress_small_green,1,"dress small dress point(screen), think not, point(green), small",1,1,color and size,0,0,1,color,size,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,21,"size 
 sufficient",baloon_small_pink,1,baloon small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,26,"color 
 sufficient",umbrella_small_green,1,"umbrella rain umbrella, point(green)",1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,28,"color 
 sufficient",pepper_big_red,1,point(red),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,29,"size 
 sufficient",car_big_green,1,point(green) big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,31,"color 
 sufficient",socks_small_blue,1,point(blue),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,33,"size 
 sufficient",ball_small_purple,1,small point(blue),1,1,color and size,0,0,1,color,size,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,35,"size 
 sufficient",chair_big_blue,1,point(blue) chair big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,36,"size 
 sufficient",knife_small_red,1,"point(red) knife small, point(red)",1,1,color and size,0,0,1,color,size,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,37,"size 
 sufficient",bag_big_red,1,point(red) big bag,1,1,color and size,0,0,1,color,size,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,40,"size 
 sufficient",apple_big_red,1,apple big,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,41,"color 
 sufficient",pot_small_green,1,"flames pot, point(blue)",1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,44,"color 
 sufficient",skirt_small_blue,1,skirt point(blue),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,45,"size 
 sufficient",clock_big_yellow,1,"clock clock big small not big, point(green)",1,1,color and size,0,0,1,color,size,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,46,"color 
 sufficient",shoe_small_pink,1,point(pink),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,48,"color 
 sufficient",scissors_small_blue,1,"scisssors, point(blue)",1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,50,"size 
 sufficient",button_small_blue,1,button small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,51,"color 
 sufficient",tshirt_big_yellow,1,point(yellow),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,53,"color 
 sufficient",lock_big_gold,1,point(yellow) lock,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,55,"color 
 sufficient",pants_small_green,1,"? pants small, point(green)",1,1,color and size,0,0,1,size,color,redundant,redundant,1
9458-d,fatma teyze (ctsl),CTSL,56,"size 
 sufficient",brush_small_red,1,brush small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,58,"color 
 sufficient",tie_big_red,1,tie color tie point(red),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9458-d,fatma teyze (ctsl),CTSL,60,"color 
 sufficient",lighter_big_white,1,lighter lighter big big lighter,0,1,only size,0,1,0,size,color,underinformative,not_redundant,0
7680-b,hamza_ctsl,CTSL,6,"size 
 sufficient",clock_big_yellow,1,clock small point(screen),0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,8,"size 
 sufficient",ball_big_purple,1,point(purple),1,0,only color,1,0,0,color,size,underinformative,not_redundant,0
7680-b,hamza_ctsl,CTSL,9,"color 
 sufficient",skirt_big_green,1,point(green),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,11,"color 
 sufficient",shoe_big_yellow,1,point(yellow),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,24,"size 
 sufficient",knife_small_red,1,small knife small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,26,"size 
 sufficient",key_big_gold,1,key big,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,28,"size 
 sufficient",dress_small_blue,1,dress small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,31,"size 
 sufficient",brush_small_blue,1,brush small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,32,"size 
 sufficient",apple_small_red,1,apple-small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,39,"size 
 sufficient",car_big_green,1,car big,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,44,"color 
 sufficient",tshirt_small_orange,1,tshirt color point(red),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,46,"size 
 sufficient",bag_big_red,1,point(color) big bag,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,47,"size 
 sufficient",chair_small_blue,1,chair small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,51,"size 
 sufficient",cat_big_white,1,big big color point(screen) white big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7680-b,hamza_ctsl,CTSL,53,"size 
 sufficient",glove_big_orange,1,"point(color), big",0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7680-b,hamza_ctsl,CTSL,57,"size 
 sufficient",button_big_blue,1,"point(color), big",0,1,only size,0,1,0,color,size,minimal,not_redundant,0
3434-9,hatice,Turkish,6,"color 
 sufficient",skirt_small_blue,1,"skirt, blue",1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,7,"size 
 sufficient",knife_small_blue,1,small blue knife,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,8,"color 
 sufficient",lock_small_gold,1,lock yellow small,1,1,color and size,0,0,1,size,color,redundant,redundant,1
3434-9,hatice,Turkish,9,"color 
 sufficient",tshirt_big_orange,1,orange tshirt,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,10,"size 
 sufficient",apple_big_red,1,red apple big one,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,11,"size 
 sufficient",balloon_big_yellow,1,balloon yellow big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,13,"size 
 sufficient",button_small_green,1,button green small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,15,"color 
 sufficient",pot_small_green,1,pot green small,1,1,color and size,0,0,1,size,color,redundant,redundant,1
3434-9,hatice,Turkish,23,"color 
 sufficient",toothbrush_small_purple,1,toothbrush purple,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,24,"color 
 sufficient",umbrella_big_blue,1,umbrella blue,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,26,"size 
 sufficient",glasses_big_red,1,glasses red big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,27,"color 
 sufficient",pepper_small_green,1,to-stuff pepper green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,28,"size 
 sufficient",car_big_green,1,car green big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,31,"size 
 sufficient",key_small_gold,1,small yellow key,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,32,"color 
 sufficient",tie_big_red,1,red,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,35,"size 
 sufficient",dress_small_blue,1,dress blue small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,36,"color 
 sufficient",pants_small_green,1,pants green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,37,"color 
 sufficient",scissors_big_green,1,scissors green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,38,"color 
 sufficient",lighter_big_black,1,lighter black,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,40,"color 
 sufficient",shoe_big_yellow,1,boots yellow,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,42,"size 
 sufficient",ball_small_yellow,1,ball yellow small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,43,"size 
 sufficient",cat_big_white,1,white big cat,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,51,"size 
 sufficient",bag_big_blue,1,blue bag big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,53,"size 
 sufficient",glove_small_green,1,green glove small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,54,"size 
 sufficient",flower_small_yellow,1,yellow flower small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,55,"size 
 sufficient",brush_small_blue,1,blue brush small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3434-9,hatice,Turkish,56,"color 
 sufficient",socks_small_green,1,green boots,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3434-9,hatice,Turkish,58,"color 
 sufficient",lipstick_big_pink,1,"lipstick pink, not, big",1,1,color and size,0,0,1,size,color,redundant,redundant,1
3434-9,hatice,Turkish,60,"size 
 sufficient",chair_small_blue,1,chair blue small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,6,"size 
 sufficient",balloon_big_yellow,1,baloon baloon big baloon,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7120-3,Ilknur,CTSL,7,"size 
 sufficient",ball_small_yellow,1,yellow small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,11,"size 
 sufficient",button_big_blue,1,button big blue big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,12,"color 
 sufficient",pot_big_green,1,pot green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,13,"size 
 sufficient",brush_small_red,1,brush small red,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,14,"color 
 sufficient",socks_small_blue,1,socks blue,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,15,"size 
 sufficient",bag_big_red,1,bag red big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,16,"size 
 sufficient",glove_small_green,1,gloves small green,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,18,"color 
 sufficient",umbrella_big_green,1,umbrella rain umbrella green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,20,"color 
 sufficient",pepper_big_green,1,pepper ? green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,21,"size 
 sufficient",clock_small_purple,1,clock small purple,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,23,"color 
 sufficient",shoe_small_pink,1,shoe pink,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,24,"color 
 sufficient",tshirt_big_yellow,1,tshirt yellow,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,26,"color 
 sufficient",tie_big_red,1,tie red,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,28,"color 
 sufficient",scissors_big_green,1,"scissors green, scissors",1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,31,"size 
 sufficient",key_big_silver,1,key big key big gray,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,32,"color 
 sufficient",lock_big_gold,1,lock lock yellow yellow,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,38,"size 
 sufficient",dress_big_blue,1,dress blue dress big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,39,"color 
 sufficient",toothbrush_small_purple,1,toothbrush purple,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,44,"size 
 sufficient",knife_small_red,1,knife small red,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,45,"size 
 sufficient",flower_small_pink,1,flower small pink,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,46,"size 
 sufficient",apple_small_green,1,apple green small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,47,"size 
 sufficient",cat_small_white,1,cat white small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,50,"color 
 sufficient",pants_small_pink,1,pants purple,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,53,"color 
 sufficient",lighter_small_black,1,lighter black lighter lighter,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,54,"color 
 sufficient",skirt_small_green,1,skirt green,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,56,"color 
 sufficient",lipstick_big_pink,1,lipstick pink,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7120-3,Ilknur,CTSL,57,"size 
 sufficient",chair_big_blue,1,chair blue big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,58,"size 
 sufficient",glasses_small_red,1,glasses red small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7120-3,Ilknur,CTSL,59,"size 
 sufficient",car_big_blue,1,car blue big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
9178-6,köydekifatma,CTSL,12,"size 
 sufficient",glasses_big_blue,1,glasses blue,1,0,only color,1,0,0,color,size,underinformative,not_redundant,0
9178-6,köydekifatma,CTSL,15,"color 
 sufficient",scissors_small_blue,1,scissors blue,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,18,"color 
 sufficient",toothbrush_big_purple,1,toothbrush pink toothbrush,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,20,"size 
 sufficient",apple_small_red,1,apple red,1,0,only color,1,0,0,color,size,underinformative,not_redundant,0
9178-6,köydekifatma,CTSL,27,"size 
 sufficient",chair_small_blue,1,chair small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,28,"color 
 sufficient",pants_big_pink,1,pants point(pink),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,29,"color 
 sufficient",shoe_big_pink,1,shoe point(pink),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,32,"size 
 sufficient",dress_big_blue,1,dress point(blue) big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
9178-6,köydekifatma,CTSL,33,"size 
 sufficient",flower_big_yellow,1,flower big point(yellow),1,1,color and size,0,0,1,color,size,redundant,redundant,1
9178-6,köydekifatma,CTSL,34,"color 
 sufficient",tshirt_small_orange,1,tshirt point(orange),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,35,"color 
 sufficient",pepper_small_red,1,pepper point(red),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,36,"size 
 sufficient",knife_big_blue,1,knife point(blue) big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
9178-6,köydekifatma,CTSL,40,"size 
 sufficient",balloon_big_yellow,1,baloon point(yellow) big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
9178-6,köydekifatma,CTSL,41,"size 
 sufficient",glove_big_green,1,"glove, glove big",0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,43,"size 
 sufficient",clock_big_yellow,1,clock big,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,46,"color 
 sufficient",socks_small_green,1,socks point(green),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,48,"color 
 sufficient",lighter_small_black,1,water lighter size black,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
9178-6,köydekifatma,CTSL,50,"size 
 sufficient",brush_small_blue,1,brush small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
